# Logfile created on Tue Jan 03 22:13:21 CET 2006 by logger.rb/1.5.2.7
I, [2006-01-03T22:13:21.906624 #26646]  INFO -- : Beginning:
I, [2006-01-03T22:13:22.044055 #26646]  INFO -- :  Empty place: 46,9 contains: .
I, [2006-01-03T22:13:22.044220 #26646]  INFO -- :  Empty place: 20,12 contains: .
I, [2006-01-03T22:13:22.044384 #26646]  INFO -- :  Empty place: 38,17 contains: .
I, [2006-01-03T22:13:22.044663 #26646]  INFO -- :  Empty place: 19,16 contains: .
I, [2006-01-03T22:13:22.044790 #26646]  INFO -- :  Empty place: 18,10 contains: .
I, [2006-01-03T22:13:22.045107 #26646]  INFO -- :  Empty place: 19,18 contains: .
I, [2006-01-03T22:13:22.045282 #26646]  INFO -- :  Empty place: 35,19 contains: .
I, [2006-01-03T22:13:22.045482 #26646]  INFO -- :  Empty place: 12,4 contains: .
I, [2006-01-03T22:13:22.045663 #26646]  INFO -- :  Empty place: 6,9 contains: .
I, [2006-01-03T22:13:22.045847 #26646]  INFO -- :  Empty place: 11,10 contains: .
I, [2006-01-03T22:13:22.046022 #26646]  INFO -- :  Empty place: 23,5 contains: .
I, [2006-01-03T22:13:22.046234 #26646]  INFO -- :  Empty place: 46,9 contains: .
I, [2006-01-03T22:13:22.046393 #26646]  INFO -- :  Empty place: 29,7 contains: .
I, [2006-01-03T22:13:22.046586 #26646]  INFO -- :  Empty place: 12,4 contains: .
I, [2006-01-03T22:13:22.046778 #26646]  INFO -- :  Empty place: 20,17 contains: .
I, [2006-01-03T22:13:22.046983 #26646]  INFO -- :  Empty place: 46,9 contains: .
I, [2006-01-03T22:13:22.047149 #26646]  INFO -- :  Empty place: 65,18 contains: .
I, [2006-01-03T22:13:22.047353 #26646]  INFO -- :  Empty place: 67,18 contains: .
I, [2006-01-03T22:13:22.047513 #26646]  INFO -- :  Empty place: 22,14 contains: .
I, [2006-01-03T22:13:22.047695 #26646]  INFO -- :  Empty place: 57,19 contains: .
I, [2006-01-03T22:13:22.047853 #26646]  INFO -- :  Empty place: 18,2 contains: .
I, [2006-01-03T22:13:22.048017 #26646]  INFO -- :  Empty place: 31,7 contains: .
I, [2006-01-03T22:13:22.048207 #26646]  INFO -- :  Empty place: 8,7 contains: .
I, [2006-01-03T22:13:22.048352 #26646]  INFO -- :  Empty place: 56,21 contains: .
I, [2006-01-03T22:13:22.048632 #26646]  INFO -- :  Empty place: 49,12 contains: .
I, [2006-01-03T22:13:22.048816 #26646]  INFO -- :  Empty place: 15,4 contains: .
I, [2006-01-03T22:13:22.048937 #26646]  INFO -- :  Empty place: 54,20 contains: .
I, [2006-01-03T22:13:22.049243 #26646]  INFO -- :  Empty place: 15,10 contains: .
I, [2006-01-03T22:13:22.049388 #26646]  INFO -- :  Empty place: 46,20 contains: .
I, [2006-01-03T22:13:22.049523 #26646]  INFO -- :  Empty place: 6,9 contains: .
I, [2006-01-03T22:13:22.049732 #26646]  INFO -- :  Empty place: 18,2 contains: .
I, [2006-01-03T22:13:22.049916 #26646]  INFO -- :  Empty place: 11,10 contains: .
I, [2006-01-03T22:13:22.050090 #26646]  INFO -- :  Empty place: 20,20 contains: .
I, [2006-01-03T22:13:22.050361 #26646]  INFO -- :  Empty place: 13,7 contains: .
I, [2006-01-03T22:13:22.050485 #26646]  INFO -- :  Empty place: 54,21 contains: .
I, [2006-01-03T22:13:22.050628 #26646]  INFO -- :  Empty place: 14,16 contains: .
I, [2006-01-03T22:13:22.050755 #26646]  INFO -- :  Empty place: 42,11 contains: .
I, [2006-01-03T22:13:22.051033 #26646]  INFO -- :  Empty place: 54,20 contains: .
I, [2006-01-03T22:13:22.051189 #26646]  INFO -- :  Empty place: 18,6 contains: .
I, [2006-01-03T22:13:22.051434 #26646]  INFO -- :  Empty place: 14,18 contains: .
I, [2006-01-03T22:13:22.051624 #26646]  INFO -- :  Empty place: 6,9 contains: .
I, [2006-01-03T22:13:22.051777 #26646]  INFO -- :  Empty place: 9,13 contains: .
I, [2006-01-03T22:13:22.051954 #26646]  INFO -- :  Empty place: 9,13 contains: .
I, [2006-01-03T22:13:22.052093 #26646]  INFO -- :  Empty place: 31,14 contains: .
I, [2006-01-03T22:13:22.052225 #26646]  INFO -- :  Empty place: 44,17 contains: .
I, [2006-01-03T22:13:22.052427 #26646]  INFO -- :  Empty place: 41,8 contains: .
I, [2006-01-03T22:13:22.052635 #26646]  INFO -- :  Empty place: 34,14 contains: .
I, [2006-01-03T22:13:22.052875 #26646]  INFO -- :  Empty place: 58,21 contains: .
I, [2006-01-03T22:13:22.052994 #26646]  INFO -- :  Empty place: 17,4 contains: .
I, [2006-01-03T22:13:22.053145 #26646]  INFO -- :  Empty place: 58,19 contains: .
I, [2006-01-03T22:13:22.053397 #26646]  INFO -- :  Empty place: 9,10 contains: .
I, [2006-01-03T22:13:22.053574 #26646]  INFO -- :  Empty place: 21,18 contains: .
I, [2006-01-03T22:13:22.053749 #26646]  INFO -- :  Empty place: 33,19 contains: .
I, [2006-01-03T22:13:22.053877 #26646]  INFO -- :  Empty place: 10,21 contains: .
I, [2006-01-03T22:13:22.054040 #26646]  INFO -- :  Empty place: 51,21 contains: .
I, [2006-01-03T22:13:22.054187 #26646]  INFO -- :  Empty place: 55,13 contains: .
I, [2006-01-03T22:13:22.054343 #26646]  INFO -- :  Empty place: 57,19 contains: .
I, [2006-01-03T22:13:22.054493 #26646]  INFO -- :  Empty place: 31,19 contains: .
I, [2006-01-03T22:13:22.054779 #26646]  INFO -- :  Empty place: 12,7 contains: .
I, [2006-01-03T22:13:22.054931 #26646]  INFO -- :  Empty place: 45,20 contains: .
I, [2006-01-03T22:13:22.055102 #26646]  INFO -- :  Empty place: 44,20 contains: .
I, [2006-01-03T22:13:22.055229 #26646]  INFO -- :  Empty place: 48,4 contains: .
I, [2006-01-03T22:13:22.055374 #26646]  INFO -- :  Empty place: 48,4 contains: .
I, [2006-01-03T22:13:22.055562 #26646]  INFO -- :  Empty place: 42,12 contains: .
I, [2006-01-03T22:13:22.055692 #26646]  INFO -- :  Empty place: 20,6 contains: .
I, [2006-01-03T22:13:22.055843 #26646]  INFO -- :  Empty place: 18,8 contains: .
I, [2006-01-03T22:13:22.056004 #26646]  INFO -- :  Empty place: 9,10 contains: .
I, [2006-01-03T22:13:22.056273 #26646]  INFO -- :  Empty place: 51,21 contains: .
I, [2006-01-03T22:13:22.056424 #26646]  INFO -- :  Empty place: 33,19 contains: .
I, [2006-01-03T22:13:22.056582 #26646]  INFO -- :  Empty place: 42,13 contains: .
I, [2006-01-03T22:13:22.056754 #26646]  INFO -- :  Empty place: 51,21 contains: .
I, [2006-01-03T22:13:22.056916 #26646]  INFO -- :  Empty place: 33,2 contains: .
I, [2006-01-03T22:13:22.062071 #26646]  INFO -- :  Empty place: 17,10 contains: .
I, [2006-01-03T22:13:22.062300 #26646]  INFO -- :  Empty place: 14,22 contains: .
I, [2006-01-03T22:13:22.062477 #26646]  INFO -- :  Empty place: 11,10 contains: .
I, [2006-01-03T22:13:22.062625 #26646]  INFO -- :  Empty place: 16,10 contains: .
I, [2006-01-03T22:13:22.062803 #26646]  INFO -- :  Empty place: 10,2 contains: .
I, [2006-01-03T22:13:22.062925 #26646]  INFO -- :  Empty place: 8,5 contains: .
I, [2006-01-03T22:13:22.063062 #26646]  INFO -- :  Empty place: 44,17 contains: .
I, [2006-01-03T22:13:22.063232 #26646]  INFO -- :  Empty place: 52,17 contains: .
I, [2006-01-03T22:13:22.063370 #26646]  INFO -- :  Empty place: 19,10 contains: .
I, [2006-01-03T22:13:22.063659 #26646]  INFO -- :  Empty place: 54,21 contains: .
I, [2006-01-03T22:13:22.063797 #26646]  INFO -- :  Empty place: 27,18 contains: .
I, [2006-01-03T22:13:22.064012 #26646]  INFO -- :  Empty place: 64,18 contains: .
I, [2006-01-03T22:13:22.064166 #26646]  INFO -- :  Empty place: 51,21 contains: .
I, [2006-01-03T22:13:22.064315 #26646]  INFO -- :  Empty place: 20,12 contains: .
I, [2006-01-03T22:13:22.064458 #26646]  INFO -- :  Empty place: 46,9 contains: .
I, [2006-01-03T22:13:22.064639 #26646]  INFO -- :  Empty place: 8,2 contains: .
I, [2006-01-03T22:13:22.064838 #26646]  INFO -- :  Empty place: 12,10 contains: .
I, [2006-01-03T22:13:22.065013 #26646]  INFO -- :  Empty place: 14,20 contains: .
I, [2006-01-03T22:13:22.065225 #26646]  INFO -- :  Empty place: 54,19 contains: .
I, [2006-01-03T22:13:22.065399 #26646]  INFO -- :  Empty place: 42,22 contains: .
I, [2006-01-03T22:13:22.065683 #26646]  INFO -- :  Empty place: 54,20 contains: .
I, [2006-01-03T22:13:22.065871 #26646]  INFO -- :  Empty place: 20,12 contains: .
I, [2006-01-03T22:13:22.066164 #26646]  INFO -- :  Empty place: 9,10 contains: .
I, [2006-01-03T22:13:22.066314 #26646]  INFO -- :  Empty place: 12,7 contains: .
I, [2006-01-03T22:13:22.066615 #26646]  INFO -- :  Empty place: 62,18 contains: .
I, [2006-01-03T22:13:22.066744 #26646]  INFO -- :  Empty place: 7,13 contains: .
I, [2006-01-03T22:13:22.066885 #26646]  INFO -- :  Empty place: 51,17 contains: .
I, [2006-01-03T22:13:22.067041 #26646]  INFO -- :  Empty place: 12,7 contains: .
I, [2006-01-03T22:13:22.067234 #26646]  INFO -- :  Empty place: 47,20 contains: .
I, [2006-01-03T22:13:22.067411 #26646]  INFO -- :  Empty place: 31,15 contains: .
I, [2006-01-03T22:13:22.067536 #26646]  INFO -- :  Empty place: 21,16 contains: .
I, [2006-01-03T22:13:22.067715 #26646]  INFO -- :  Empty place: 15,14 contains: .
I, [2006-01-03T22:13:22.068001 #26646]  INFO -- :  Empty place: 12,4 contains: .
I, [2006-01-03T22:13:22.068210 #26646]  INFO -- :  Empty place: 55,8 contains: .
I, [2006-01-03T22:13:22.068351 #26646]  INFO -- :  Empty place: 5,17 contains: .
I, [2006-01-03T22:13:22.068522 #26646]  INFO -- :  Empty place: 16,7 contains: .
I, [2006-01-03T22:13:22.068667 #26646]  INFO -- :  Empty place: 57,19 contains: .
I, [2006-01-03T22:13:22.068849 #26646]  INFO -- :  Empty place: 7,4 contains: .
I, [2006-01-03T22:13:22.069129 #26646]  INFO -- :  Empty place: 14,18 contains: .
I, [2006-01-03T22:13:22.069308 #26646]  INFO -- :  Empty place: 44,7 contains: .
I, [2006-01-03T22:13:22.069503 #26646]  INFO -- :  Empty place: 34,15 contains: .
I, [2006-01-03T22:13:22.069709 #26646]  INFO -- :  Empty place: 8,4 contains: .
I, [2006-01-03T22:13:22.069858 #26646]  INFO -- :  Empty place: 26,12 contains: .
I, [2006-01-03T22:13:22.070007 #26646]  INFO -- :  Empty place: 16,4 contains: .
I, [2006-01-03T22:13:22.070232 #26646]  INFO -- :  Empty place: 12,4 contains: .
I, [2006-01-03T22:13:22.070361 #26646]  INFO -- :  Empty place: 19,22 contains: .
I, [2006-01-03T22:13:22.070525 #26646]  INFO -- :  Empty place: 12,10 contains: .
I, [2006-01-03T22:13:22.070697 #26646]  INFO -- :  Empty place: 38,16 contains: .
I, [2006-01-03T22:13:22.070860 #26646]  INFO -- :  Empty place: 51,21 contains: .
I, [2006-01-03T22:13:22.071029 #26646]  INFO -- :  Empty place: 42,12 contains: .
I, [2006-01-03T22:13:22.071195 #26646]  INFO -- :  Empty place: 30,2 contains: .
I, [2006-01-03T22:13:22.071368 #26646]  INFO -- :  Empty place: 16,4 contains: .
I, [2006-01-03T22:13:22.071508 #26646]  INFO -- :  Empty place: 21,14 contains: .
I, [2006-01-03T22:13:22.071817 #26646]  INFO -- :  Empty place: 60,18 contains: .
I, [2006-01-03T22:13:22.071942 #26646]  INFO -- :  Empty place: 32,5 contains: .
I, [2006-01-03T22:13:22.072081 #26646]  INFO -- :  Empty place: 18,12 contains: .
I, [2006-01-03T22:13:22.072385 #26646]  INFO -- :  Empty place: 33,16 contains: .
I, [2006-01-03T22:13:22.072712 #26646]  INFO -- :  Empty place: 16,12 contains: .
I, [2006-01-03T22:13:22.072840 #26646]  INFO -- :  Empty place: 52,15 contains: .
I, [2006-01-03T22:13:22.073183 #26646]  INFO -- :  Empty place: 9,13 contains: .
I, [2006-01-03T22:13:22.073348 #26646]  INFO -- :  Empty place: 17,16 contains: .
I, [2006-01-03T22:13:22.073635 #26646]  INFO -- :  Empty place: 13,18 contains: .
I, [2006-01-03T22:13:22.073810 #26646]  INFO -- :  Empty place: 33,15 contains: .
I, [2006-01-03T22:13:22.073975 #26646]  INFO -- :  Empty place: 40,8 contains: .
I, [2006-01-03T22:13:22.074170 #26646]  INFO -- :  Empty place: 57,19 contains: .
I, [2006-01-03T22:13:22.074342 #26646]  INFO -- :  Empty place: 64,18 contains: .
I, [2006-01-03T22:13:22.074509 #26646]  INFO -- :  Empty place: 5,21 contains: .
I, [2006-01-03T22:13:22.074659 #26646]  INFO -- :  Empty place: 44,17 contains: .
I, [2006-01-03T22:13:22.074804 #26646]  INFO -- :  Empty place: 13,16 contains: .
I, [2006-01-03T22:13:22.075085 #26646]  INFO -- :  Empty place: 29,2 contains: .
I, [2006-01-03T22:13:22.075298 #26646]  INFO -- :  Empty place: 26,12 contains: .
I, [2006-01-03T22:13:22.075531 #26646]  INFO -- :  Empty place: 49,9 contains: .
I, [2006-01-03T22:13:22.075689 #26646]  INFO -- :  Empty place: 31,2 contains: .
I, [2006-01-03T22:13:22.075830 #26646]  INFO -- :  Empty place: 46,9 contains: .
I, [2006-01-03T22:13:22.076016 #26646]  INFO -- :  Empty place: 46,20 contains: .
I, [2006-01-03T22:13:22.076197 #26646]  INFO -- :  Empty place: 45,14 contains: .
I, [2006-01-03T22:13:22.076372 #26646]  INFO -- :  Empty place: 11,10 contains: .
I, [2006-01-03T22:13:22.076576 #26646]  INFO -- :  Empty place: 21,2 contains: .
I, [2006-01-03T22:13:22.076721 #26646]  INFO -- :  Empty place: 5,7 contains: .
I, [2006-01-03T22:13:22.076936 #26646]  INFO -- :  Empty place: 53,11 contains: .
I, [2006-01-03T22:13:22.077309 #26646]  INFO -- :  Empty place: 19,8 contains: .
I, [2006-01-03T22:13:22.077508 #26646]  INFO -- :  Empty place: 20,18 contains: .
I, [2006-01-03T22:13:22.077721 #26646]  INFO -- :  Empty place: 19,6 contains: .
I, [2006-01-03T22:13:22.077911 #26646]  INFO -- :  Empty place: 44,17 contains: .
I, [2006-01-03T22:13:22.078169 #26646]  INFO -- :  Empty place: 33,2 contains: .
I, [2006-01-03T22:13:22.078461 #26646]  INFO -- :  Empty place: 33,6 contains: .
I, [2006-01-03T22:13:22.078687 #26646]  INFO -- :  Empty place: 16,7 contains: .
I, [2006-01-03T22:13:22.078818 #26646]  INFO -- :  Empty place: 62,11 contains: .
I, [2006-01-03T22:13:22.079152 #26646]  INFO -- :  Empty place: 31,15 contains: .
I, [2006-01-03T22:13:22.079291 #26646]  INFO -- :  Empty place: 38,22 contains: .
I, [2006-01-03T22:13:22.079577 #26646]  INFO -- :  Empty place: 49,8 contains: .
I, [2006-01-03T22:13:22.079753 #26646]  INFO -- :  Empty place: 54,21 contains: .
I, [2006-01-03T22:13:22.079944 #26646]  INFO -- :  Empty place: 53,15 contains: .
I, [2006-01-03T22:13:22.080152 #26646]  INFO -- :  Empty place: 54,19 contains: .
I, [2006-01-03T22:13:22.080348 #26646]  INFO -- :  Empty place: 12,4 contains: .
I, [2006-01-03T22:13:22.080495 #26646]  INFO -- :  Empty place: 49,14 contains: .
I, [2006-01-03T22:13:22.080683 #26646]  INFO -- :  Empty place: 18,4 contains: .
I, [2006-01-03T22:13:22.080840 #26646]  INFO -- :  Empty place: 34,14 contains: .
I, [2006-01-03T22:13:22.081107 #26646]  INFO -- :  Empty place: 15,10 contains: .
I, [2006-01-03T22:13:22.081256 #26646]  INFO -- :  Empty place: 11,10 contains: .
I, [2006-01-03T22:13:22.081424 #26646]  INFO -- :  Empty place: 47,20 contains: .
I, [2006-01-03T22:13:22.081599 #26646]  INFO -- :  Empty place: 16,10 contains: .
I, [2006-01-03T22:13:22.081734 #26646]  INFO -- :  Empty place: 17,4 contains: .
I, [2006-01-03T22:13:22.081893 #26646]  INFO -- :  Empty place: 38,18 contains: .
I, [2006-01-03T22:13:22.082185 #26646]  INFO -- :  Empty place: 30,19 contains: .
I, [2006-01-03T22:13:22.082473 #26646]  INFO -- :  Empty place: 23,6 contains: .
I, [2006-01-03T22:13:22.082659 #26646]  INFO -- :  Empty place: 56,17 contains: .
I, [2006-01-03T22:13:22.082812 #26646]  INFO -- :  Empty place: 53,17 contains: .
I, [2006-01-03T22:13:22.083019 #26646]  INFO -- :  Empty place: 13,18 contains: .
I, [2006-01-03T22:13:22.083153 #26646]  INFO -- :  Empty place: 20,12 contains: .
I, [2006-01-03T22:13:22.083287 #26646]  INFO -- :  Empty place: 52,12 contains: .
I, [2006-01-03T22:13:22.083498 #26646]  INFO -- :  Empty place: 10,13 contains: .
I, [2006-01-03T22:13:22.083780 #26646]  INFO -- :  Empty place: 25,14 contains: .
I, [2006-01-03T22:13:22.083941 #26646]  INFO -- :  Empty place: 31,15 contains: .
I, [2006-01-03T22:13:22.084071 #26646]  INFO -- :  Empty place: 14,16 contains: .
I, [2006-01-03T22:13:22.084201 #26646]  INFO -- :  Empty place: 20,12 contains: .
I, [2006-01-03T22:13:22.084322 #26646]  INFO -- :  Empty place: 44,20 contains: .
I, [2006-01-03T22:13:22.084606 #26646]  INFO -- :  Empty place: 36,11 contains: .
I, [2006-01-03T22:13:22.084804 #26646]  INFO -- :  Empty place: 20,14 contains: .
I, [2006-01-03T22:13:22.084921 #26646]  INFO -- :  Empty place: 5,7 contains: .
I, [2006-01-03T22:13:22.085189 #26646]  INFO -- :  Empty place: 45,14 contains: .
I, [2006-01-03T22:13:22.085370 #26646]  INFO -- :  Empty place: 47,4 contains: .
I, [2006-01-03T22:13:22.085543 #26646]  INFO -- :  Empty place: 12,4 contains: .
I, [2006-01-03T22:13:22.085680 #26646]  INFO -- :  Empty place: 6,13 contains: .
I, [2006-01-03T22:13:22.085920 #26646]  INFO -- :  Empty place: 38,17 contains: .
I, [2006-01-03T22:13:22.086272 #26646]  INFO -- :  Empty place: 6,10 contains: .
I, [2006-01-03T22:13:22.086554 #26646]  INFO -- :  Empty place: 42,22 contains: .
I, [2006-01-03T22:13:22.086694 #26646]  INFO -- :  Empty place: 45,13 contains: .
I, [2006-01-03T22:13:22.086862 #26646]  INFO -- :  Empty place: 16,2 contains: .
I, [2006-01-03T22:13:22.087088 #26646]  INFO -- :  Empty place: 56,17 contains: .
I, [2006-01-03T22:13:22.087242 #26646]  INFO -- :  Empty place: 23,17 contains: .
I, [2006-01-03T22:13:22.087453 #26646]  INFO -- :  Empty place: 54,20 contains: .
I, [2006-01-03T22:13:22.087743 #26646]  INFO -- :  Empty place: 54,19 contains: .
I, [2006-01-03T22:13:22.087863 #26646]  INFO -- :  Empty place: 18,2 contains: .
I, [2006-01-03T22:13:22.088007 #26646]  INFO -- :  Empty place: 7,7 contains: .
I, [2006-01-03T22:13:22.088258 #26646]  INFO -- :  Empty place: 49,12 contains: .
I, [2006-01-03T22:13:22.088445 #26646]  INFO -- :  Empty place: 38,17 contains: .
I, [2006-01-03T22:13:22.088656 #26646]  INFO -- :  Empty place: 42,16 contains: .
I, [2006-01-03T22:13:22.088913 #26646]  INFO -- :  Empty place: 12,4 contains: .
I, [2006-01-03T22:13:22.089072 #26646]  INFO -- :  Empty place: 16,20 contains: .
I, [2006-01-03T22:13:22.089255 #26646]  INFO -- :  Empty place: 16,6 contains: .
I, [2006-01-03T22:13:22.089434 #26646]  INFO -- :  Empty place: 46,20 contains: .
I, [2006-01-03T22:13:22.089602 #26646]  INFO -- :  Empty place: 57,21 contains: .
I, [2006-01-03T22:13:22.089773 #26646]  INFO -- :  Empty place: 18,12 contains: .
I, [2006-01-03T22:13:22.089966 #26646]  INFO -- :  Empty place: 51,17 contains: .
I, [2006-01-03T22:13:22.090264 #26646]  INFO -- :  Empty place: 49,14 contains: .
I, [2006-01-03T22:13:22.090411 #26646]  INFO -- :  Empty place: 16,6 contains: .
I, [2006-01-03T22:13:22.090654 #26646]  INFO -- :  Empty place: 11,10 contains: .
I, [2006-01-03T22:13:22.090796 #26646]  INFO -- :  Empty place: 26,4 contains: .
I, [2006-01-03T22:13:22.090995 #26646]  INFO -- :  Empty place: 31,14 contains: .
I, [2006-01-03T22:13:22.091115 #26646]  INFO -- :  Empty place: 26,2 contains: .
I, [2006-01-03T22:13:22.091246 #26646]  INFO -- :  Empty place: 26,2 contains: .
I, [2006-01-03T22:13:22.091380 #26646]  INFO -- :  Empty place: 46,7 contains: .
I, [2006-01-03T22:13:22.091570 #26646]  INFO -- :  Empty place: 49,8 contains: .
I, [2006-01-03T22:13:22.091707 #26646]  INFO -- :  Empty place: 23,4 contains: .
I, [2006-01-03T22:13:22.091879 #26646]  INFO -- :  Empty place: 60,17 contains: .
I, [2006-01-03T22:13:22.092158 #26646]  INFO -- :  Empty place: 23,17 contains: .
I, [2006-01-03T22:13:22.092328 #26646]  INFO -- :  Empty place: 49,14 contains: .
I, [2006-01-03T22:13:22.092525 #26646]  INFO -- :  Empty place: 49,14 contains: .
I, [2006-01-03T22:13:22.092689 #26646]  INFO -- :  Empty place: 5,7 contains: .
I, [2006-01-03T22:13:22.092858 #26646]  INFO -- :  Empty place: 11,10 contains: .
I, [2006-01-03T22:13:22.093103 #26646]  INFO -- :  Empty place: 18,12 contains: .
I, [2006-01-03T22:13:22.093399 #26646]  INFO -- :  Empty place: 8,2 contains: .
I, [2006-01-03T22:13:22.093513 #26646]  INFO -- :  Empty place: 51,21 contains: .
I, [2006-01-03T22:13:22.093684 #26646]  INFO -- :  Empty place: 19,10 contains: .
I, [2006-01-03T22:13:22.093895 #26646]  INFO -- :  Empty place: 49,12 contains: .
I, [2006-01-03T22:13:22.094019 #26646]  INFO -- :  Empty place: 9,10 contains: .
I, [2006-01-03T22:13:22.094216 #26646]  INFO -- :  Empty place: 57,21 contains: .
I, [2006-01-03T22:13:22.094436 #26646]  INFO -- :  Empty place: 23,3 contains: .
I, [2006-01-03T22:13:22.094645 #26646]  INFO -- :  Empty place: 48,4 contains: .
I, [2006-01-03T22:13:22.094793 #26646]  INFO -- :  Empty place: 27,14 contains: .
I, [2006-01-03T22:13:22.094941 #26646]  INFO -- :  Empty place: 60,17 contains: .
I, [2006-01-03T22:13:22.095220 #26646]  INFO -- :  Empty place: 42,17 contains: .
I, [2006-01-03T22:13:22.095515 #26646]  INFO -- :  Empty place: 11,7 contains: .
I, [2006-01-03T22:13:22.095638 #26646]  INFO -- :  Empty place: 48,4 contains: .
I, [2006-01-03T22:13:22.095786 #26646]  INFO -- :  Empty place: 5,19 contains: .
I, [2006-01-03T22:13:22.096072 #26646]  INFO -- :  Empty place: 54,21 contains: .
I, [2006-01-03T22:13:22.096367 #26646]  INFO -- :  Empty place: 45,13 contains: .
I, [2006-01-03T22:13:22.096545 #26646]  INFO -- :  Empty place: 18,10 contains: .
I, [2006-01-03T22:13:22.096699 #26646]  INFO -- :  Empty place: 63,18 contains: .
I, [2006-01-03T22:13:22.096857 #26646]  INFO -- :  Empty place: 13,2 contains: .
I, [2006-01-03T22:13:22.096991 #26646]  INFO -- :  Empty place: 23,4 contains: .
I, [2006-01-03T22:13:22.097200 #26646]  INFO -- :  Empty place: 6,10 contains: .
I, [2006-01-03T22:13:22.097401 #26646]  INFO -- :  Empty place: 16,4 contains: .
I, [2006-01-03T22:13:22.097532 #26646]  INFO -- :  Empty place: 46,9 contains: .
I, [2006-01-03T22:13:22.097731 #26646]  INFO -- :  Empty place: 38,14 contains: .
I, [2006-01-03T22:13:22.098079 #26646]  INFO -- :  Empty place: 17,16 contains: .
I, [2006-01-03T22:13:22.098220 #26646]  INFO -- :  Empty place: 19,6 contains: .
I, [2006-01-03T22:13:22.098365 #26646]  INFO -- :  Empty place: 60,18 contains: .
I, [2006-01-03T22:13:22.098513 #26646]  INFO -- :  Empty place: 29,11 contains: .
I, [2006-01-03T22:13:22.098797 #26646]  INFO -- :  Empty place: 7,3 contains: .
I, [2006-01-03T22:13:22.099061 #26646]  INFO -- :  Empty place: 49,14 contains: .
I, [2006-01-03T22:13:22.099228 #26646]  INFO -- :  Empty place: 34,14 contains: .
I, [2006-01-03T22:13:22.099397 #26646]  INFO -- :  Empty place: 16,13 contains: .
I, [2006-01-03T22:13:22.099532 #26646]  INFO -- :  Empty place: 19,6 contains: .
I, [2006-01-03T22:13:22.099820 #26646]  INFO -- :  Empty place: 6,10 contains: .
I, [2006-01-03T22:13:22.099997 #26646]  INFO -- :  Empty place: 12,18 contains: .
I, [2006-01-03T22:13:22.100126 #26646]  INFO -- :  Empty place: 41,7 contains: .
I, [2006-01-03T22:13:22.100323 #26646]  INFO -- :  Empty place: 20,6 contains: .
I, [2006-01-03T22:13:22.100451 #26646]  INFO -- :  Empty place: 34,10 contains: .
I, [2006-01-03T22:13:22.100602 #26646]  INFO -- :  Empty place: 29,2 contains: .
I, [2006-01-03T22:13:22.100774 #26646]  INFO -- :  Empty place: 33,2 contains: .
I, [2006-01-03T22:13:22.100929 #26646]  INFO -- :  Empty place: 8,7 contains: .
I, [2006-01-03T22:13:22.101124 #26646]  INFO -- :  Empty place: 40,4 contains: .
I, [2006-01-03T22:13:22.101273 #26646]  INFO -- :  Empty place: 18,6 contains: .
I, [2006-01-03T22:13:22.101458 #26646]  INFO -- :  Empty place: 38,17 contains: .
I, [2006-01-03T22:13:22.101664 #26646]  INFO -- :  Empty place: 8,3 contains: .
I, [2006-01-03T22:13:22.101808 #26646]  INFO -- :  Empty place: 23,6 contains: .
I, [2006-01-03T22:13:22.102011 #26646]  INFO -- :  Empty place: 38,22 contains: .
I, [2006-01-03T22:13:22.102196 #26646]  INFO -- :  Empty place: 49,14 contains: .
I, [2006-01-03T22:13:22.102357 #26646]  INFO -- :  Empty place: 46,7 contains: .
I, [2006-01-03T22:13:22.102499 #26646]  INFO -- :  Empty place: 49,8 contains: .
I, [2006-01-03T22:13:22.102641 #26646]  INFO -- :  Empty place: 49,14 contains: .
I, [2006-01-03T22:13:22.102794 #26646]  INFO -- :  Empty place: 26,6 contains: .
I, [2006-01-03T22:13:22.102916 #26646]  INFO -- :  Empty place: 23,21 contains: .
I, [2006-01-03T22:13:22.103195 #26646]  INFO -- :  Empty place: 57,11 contains: .
I, [2006-01-03T22:13:22.103378 #26646]  INFO -- :  Empty place: 42,5 contains: .
I, [2006-01-03T22:13:22.103518 #26646]  INFO -- :  Empty place: 44,20 contains: .
I, [2006-01-03T22:13:22.103655 #26646]  INFO -- :  Empty place: 22,11 contains: .
I, [2006-01-03T22:13:22.103936 #26646]  INFO -- :  Empty place: 9,10 contains: .
I, [2006-01-03T22:13:22.104205 #26646]  INFO -- :  Empty place: 23,21 contains: .
I, [2006-01-03T22:13:22.104346 #26646]  INFO -- :  Empty place: 46,9 contains: .
I, [2006-01-03T22:13:22.104547 #26646]  INFO -- :  Empty place: 33,16 contains: .
I, [2006-01-03T22:13:22.104726 #26646]  INFO -- :  Empty place: 29,9 contains: .
I, [2006-01-03T22:13:22.104873 #26646]  INFO -- :  Empty place: 28,2 contains: .
I, [2006-01-03T22:13:22.104996 #26646]  INFO -- :  Empty place: 54,19 contains: .
I, [2006-01-03T22:13:22.105155 #26646]  INFO -- :  Empty place: 23,21 contains: .
I, [2006-01-03T22:13:22.105312 #26646]  INFO -- :  Empty place: 15,20 contains: .
I, [2006-01-03T22:13:22.105491 #26646]  INFO -- :  Empty place: 14,12 contains: .
I, [2006-01-03T22:13:22.105627 #26646]  INFO -- :  Empty place: 13,18 contains: .
